prolific_id,ramp_orientation,ramp_or_cube,orientation,predicted_further,predicted_direction,response
6671ce015f18ca380f8ea563,forward,ramp,reversed,black,left,cant go backwards unless pushed
606e3ddf19540080228e3a0c,backward,ramp,consistent,yellow,right,Because they always go up the slant and yellow goes further
606e3ddf19540080228e3a0c,backward,ramp,consistent,black,right,I can't remember for sure but I think black goes further
606e3ddf19540080228e3a0c,backward,ramp,reversed,black,left,Black goes further
606e3ddf19540080228e3a0c,backward,ramp,reversed,yellow,left,Yellow goes further
60fb26e75427cb8125f2e4a4,backward,cube,consistent,black,right,It is just a guess
60fb26e75427cb8125f2e4a4,backward,cube,consistent,blue,right,I am just guessing
60fb26e75427cb8125f2e4a4,backward,cube,reversed,blue,left,It is a total guess
60fb26e75427cb8125f2e4a4,backward,cube,reversed,red,left,I was just guessing
59baa339ab8d830001fe56f5,forward,cube,consistent,black,right,"From what I recall, black travels further than red."
59baa339ab8d830001fe56f5,forward,cube,consistent,blue,right,I don't know how the white cubes act.
59baa339ab8d830001fe56f5,forward,cube,reversed,blue,right,I don't know how the white cubes will act.
59baa339ab8d830001fe56f5,forward,cube,reversed,black,left,Black travels further than red.
660ad11f945fa3dbc5fc3e65,forward,ramp,consistent,yellow,left,When you tilt the triangles I think the cubes will slide to the left due to gravity.
660ad11f945fa3dbc5fc3e65,forward,ramp,consistent,black,right,I think this would happen because the left cube is black and the right is red and when tilted the cubes will slide straight down.
660ad11f945fa3dbc5fc3e65,forward,ramp,reversed,blue,right,I predicted this would happen because if the triangle lifts straight up the cubes will go behind them.
660ad11f945fa3dbc5fc3e65,forward,ramp,reversed,black,left,I predicted this would happen because the cubes will roll or flip straight down 
65d98e1d84cbeefbb401e815,forward,ramp,consistent,red,right,The red will be more faster than blue
65d98e1d84cbeefbb401e815,forward,ramp,consistent,blue,right,blue looks to sprint more than yellow
65d98e1d84cbeefbb401e815,forward,ramp,reversed,yellow,left,gravity might come to play here
65d98e1d84cbeefbb401e815,forward,ramp,reversed,black,left,They would flow across too the slide
5b178611c9d3cb00010fe307,backward,ramp,consistent,blue,right,I thought it was the most probable outcome.
5b178611c9d3cb00010fe307,backward,ramp,consistent,red,right,I guessed.
5b178611c9d3cb00010fe307,backward,ramp,reversed,blue,left,It seemed possible.
5b178611c9d3cb00010fe307,backward,ramp,reversed,red,right,I expected the red cube to go farther.
656a1341c7d1c426209f1146,backward,cube,consistent,blue,right,bc they dont have room to get enough momentum to go far
656a1341c7d1c426209f1146,backward,cube,consistent,red,right,same resdon as last
656a1341c7d1c426209f1146,backward,cube,reversed,black,left,same reason
656a1341c7d1c426209f1146,backward,cube,reversed,blue,left,same
559c3ad8fdf99b32b55f2d32,forward,ramp,consistent,red,right,It's a guess because I don't know if the red or black is heavier.
559c3ad8fdf99b32b55f2d32,forward,ramp,consistent,blue,right,It was a guess.  Everythign appears equal
559c3ad8fdf99b32b55f2d32,forward,ramp,reversed,black,left,It's a guess because I don't know if the red or black is heavier.
559c3ad8fdf99b32b55f2d32,forward,ramp,reversed,blue,left,"It was a guess, as everything appears equal"
63d523d89e78ae6e711ada49,backward,ramp,consistent,black,left,Because the ramp is grey I was unsure if it would push the cubes forward.
63d523d89e78ae6e711ada49,backward,ramp,consistent,blue,right,Because the blue ramp pushes cubes further than the yellow ramp
63d523d89e78ae6e711ada49,backward,ramp,reversed,red,right,Because the ramp is grey and the black cube doesn't go far
63d523d89e78ae6e711ada49,backward,ramp,reversed,blue,left,Because the ramps push the cubes forward and the blue ramp pushes farther than the yellow ramp
5ee2a663afc30b40867d4535,backward,ramp,consistent,yellow,right,Yellow seemed to make the cubes go pass the line in previous simulations while blue did not
5ee2a663afc30b40867d4535,backward,ramp,consistent,red,right,I believe red made it further in previous simulations but I am not 100% sure
5ee2a663afc30b40867d4535,backward,ramp,reversed,yellow,left,The ramps are reversed and yellow seemed to make the cubes move further
5ee2a663afc30b40867d4535,backward,ramp,reversed,red,left,Red cubes seemed to go further before and the ramps are reversed
66294a585f1cf3fdaeb80120,backward,cube,consistent,red,right,The red cube always seemed to make it over and the black cube didn't.  This looked closest to how I thought they would end up.
66294a585f1cf3fdaeb80120,backward,cube,consistent,blue,right,There was no experience with white cubes so I had to guess.
66294a585f1cf3fdaeb80120,backward,cube,reversed,blue,left,The triangles were facing a different way so I thought the cubes would reverse direction.
66294a585f1cf3fdaeb80120,backward,cube,reversed,black,left,No experience with a white triangle so I just guessed based on the angle.
60e755dd08b47aac26807cd9,backward,cube,consistent,black,right,Black ends up to the right more than the red.
60e755dd08b47aac26807cd9,backward,cube,consistent,blue,left,The cubes are white and probably end up to the left.
60e755dd08b47aac26807cd9,backward,cube,reversed,blue,left,The cubes are white and probably end up to the left.
60e755dd08b47aac26807cd9,backward,cube,reversed,black,left,The wedge is facing the opposite way and black ends up going farther.
664ce5c89fde4d6beffbd6da,forward,ramp,consistent,yellow,right,the angle that the cubs were placed
664ce5c89fde4d6beffbd6da,forward,ramp,consistent,red,right,the angle that the cubs are placed
664ce5c89fde4d6beffbd6da,forward,ramp,reversed,red,left,the angle that the cubs are placed
664ce5c89fde4d6beffbd6da,forward,ramp,reversed,blue,left,the angle that the cubs are placed
55a43278fdf99b02ff6caf89,backward,ramp,consistent,blue,left,I felt like they would slide down the ramp
55a43278fdf99b02ff6caf89,backward,ramp,consistent,red,right,I felt like they would go the opposite of the other cubes and ramps
55a43278fdf99b02ff6caf89,backward,ramp,reversed,blue,right,I thought they would slide towards the finish line
55a43278fdf99b02ff6caf89,backward,ramp,reversed,red,right,I felt like they would slide towards the bottom
65c11c5251627889612424ba,backward,cube,consistent,red,right,the red cube is closer to the line
65c11c5251627889612424ba,backward,cube,consistent,blue,right,I don't know
65c11c5251627889612424ba,backward,cube,reversed,blue,right,don't know
65c11c5251627889612424ba,backward,cube,reversed,red,right,red closer to line
668f804da949e7f22a7c647e,backward,ramp,consistent,blue,right,The cubes on the blue ramp traveled further
668f804da949e7f22a7c647e,backward,ramp,consistent,black,right,The black cube traveled further
668f804da949e7f22a7c647e,backward,ramp,reversed,blue,left,The cubes on the blue ramp traveled further and the cubes ended up on the vertical side of the ramp
668f804da949e7f22a7c647e,backward,ramp,reversed,black,left,The black cube travels further
6630ec25274c176eaaa505bf,backward,ramp,consistent,red,right,The red cube ended up closer to the line when it was on the yellow ramp.
6630ec25274c176eaaa505bf,backward,ramp,consistent,blue,right,The blue ramp always ended its cubes across the line unlike the yellow ramp
6630ec25274c176eaaa505bf,backward,ramp,reversed,black,left,Same logic as before but the ramp is in the opposite direction
6630ec25274c176eaaa505bf,backward,ramp,reversed,blue,left,Same logic as before but the ramp is in the opposite direction
55ddb84550a1f7000b90d65a,backward,ramp,consistent,yellow,right,It seemed like that might be how far they go. I am not sure. I just tried my best.
55ddb84550a1f7000b90d65a,backward,ramp,consistent,black,right,I just guessed. I wasn't really sure. Thank you.
55ddb84550a1f7000b90d65a,backward,ramp,reversed,red,right,Because it seems like that might be where they go. I just guessed.
55ddb84550a1f7000b90d65a,backward,ramp,reversed,blue,left,Because I thought they may go the other way I am not sure. Thank you.
6479c87daabda4a5809a752d,backward,cube,consistent,black,right,It just made sense in that  moment 
6479c87daabda4a5809a752d,backward,cube,consistent,blue,right,"random guess
"
6479c87daabda4a5809a752d,backward,cube,reversed,blue,right,Based on how the ramp is placed it makes sense
6479c87daabda4a5809a752d,backward,cube,reversed,black,left,Random guess
661960d7b8bdf0bd8042c648,forward,cube,consistent,yellow,right,I was just guessing but also looking at the direction of the angle
661960d7b8bdf0bd8042c648,forward,cube,consistent,black,right,just a guess
661960d7b8bdf0bd8042c648,forward,cube,reversed,red,left,the direction of the ramp vs the finish line.
661960d7b8bdf0bd8042c648,forward,cube,reversed,yellow,left,direction of the ramp vs the finish line
668f1894d6ffc3b0cabb3ac3,forward,cube,consistent,blue,right,IM NOT SURE
668f1894d6ffc3b0cabb3ac3,forward,cube,consistent,red,right,red was farther
668f1894d6ffc3b0cabb3ac3,forward,cube,reversed,red,left,the ramp flipped and red is still ahead
668f1894d6ffc3b0cabb3ac3,forward,cube,reversed,blue,left,idk
5831f08ebfb3b400015a6ad4,forward,ramp,consistent,red,right,The colors have a certain weight to them only to get so far.
5831f08ebfb3b400015a6ad4,forward,ramp,consistent,yellow,right,The colors have a pre-determined weight to them.
5831f08ebfb3b400015a6ad4,forward,ramp,reversed,red,left,The colors have a pre-determined weight to them.
5831f08ebfb3b400015a6ad4,forward,ramp,reversed,yellow,left,The colors have a pre-determined weight to them.
666203105e0c216230d31016,forward,cube,consistent,black,right,The black cube has always gone further than the red cube
666203105e0c216230d31016,forward,cube,consistent,blue,right,I guessed
666203105e0c216230d31016,forward,cube,reversed,blue,left,I guessed
666203105e0c216230d31016,forward,cube,reversed,black,left,Black cube always goes further
5e7247f3be8fd016888bafac,forward,ramp,consistent,blue,right,Blocks slide better off the blue ramp than they do the yellow ramp 
5e7247f3be8fd016888bafac,forward,ramp,consistent,black,right,The black blocks have a lower coefficient of friction than do the red blocks
5e7247f3be8fd016888bafac,forward,ramp,reversed,black,left,The black blocks slide further off the ramp than do the red ones
5e7247f3be8fd016888bafac,forward,ramp,reversed,blue,left,The coefficient of friction from the blue ramp is lower than that of the yellow ramp
611c31c77df20ecc6881cc44,forward,ramp,consistent,red,right,No idea. I missed clues in the first part and had to guess.
611c31c77df20ecc6881cc44,forward,ramp,consistent,blue,right,No idea. I missed clues in the first part and had to guess.
611c31c77df20ecc6881cc44,forward,ramp,reversed,blue,left,No idea. I missed clues in the first part and had to guess.
611c31c77df20ecc6881cc44,forward,ramp,reversed,black,left,No idea. I missed clues in the first part and had to guess.
66845f39fb9e87677dbf66c2,backward,ramp,consistent,red,right,THE HEIGHT OF THE CUBE HELPSTO DETERMINE THAT
66845f39fb9e87677dbf66c2,backward,ramp,consistent,yellow,right,THIS IS ALSOCLOSER TO THE FINISH LINE
66845f39fb9e87677dbf66c2,backward,ramp,reversed,red,right,THIS ONE SLOPES DOWN
66845f39fb9e87677dbf66c2,backward,ramp,reversed,yellow,right,THIS WAS CLOSER TO THE FINISH LINE
6605eaefd982b606054fda4c,forward,cube,consistent,yellow,right,gravity and already slanting down
6605eaefd982b606054fda4c,forward,cube,consistent,red,right,gravity and already slanting down
6605eaefd982b606054fda4c,forward,cube,reversed,black,left,gravity and already slanting down
6605eaefd982b606054fda4c,forward,cube,reversed,yellow,left,gravity and already slanting down
5914b7b50a4b9d0001add64f,backward,cube,consistent,red,right,The red block always goes further than the black block.
5914b7b50a4b9d0001add64f,backward,cube,consistent,blue,right,It was a random guess. I had no idea. 
5914b7b50a4b9d0001add64f,backward,cube,reversed,blue,right,Random guess. 
5914b7b50a4b9d0001add64f,backward,cube,reversed,red,left,Red block always goes further than black block. 
6636da5d82d89e212fffc98f,backward,ramp,consistent,black,right,I think the black colored cube was further in other trials. 
6636da5d82d89e212fffc98f,backward,ramp,consistent,blue,right,The blue ramp seemed to bring cubes over the line in other trials. 
6636da5d82d89e212fffc98f,backward,ramp,reversed,blue,right,The blue ramp moved the cube over the line in other trials. 
6636da5d82d89e212fffc98f,backward,ramp,reversed,red,right,I felt red was lighter.
59048309c4ef1300011b1085,forward,ramp,consistent,blue,right,the blue ramp always went further
59048309c4ef1300011b1085,forward,ramp,consistent,black,right,the black cube went further
59048309c4ef1300011b1085,forward,ramp,reversed,blue,left,the blue ramp goes further
59048309c4ef1300011b1085,forward,ramp,reversed,black,left,the black cube rolls further
6679a0be36bb0c3801998d59,forward,ramp,consistent,red,right,"I predicted that the cubes would end up like this because the ramp is white, meaning the implications of a blue/yellow ramp are no longer true. I had paid so much attention to the blue/yellow ramp color that I only vaguely noticed the difference in the black/red blocks. I could not remember which one went farther. I thought it might have been the red, so it would travel farther here. "
6679a0be36bb0c3801998d59,forward,ramp,consistent,blue,right,"I predicted that the blue part of the ramp would send the cube farther than the yellow part because in earlier sections of the experiment, the blue ramp always allowed the red/black block to clear the line. On the other hand, the yellow ramp never let the blocks pass the line. In this case, I figured the blue part of the ramp would allow the cube on it to go farther than the yellow part."
6679a0be36bb0c3801998d59,forward,ramp,reversed,red,left,"Again, because the ramp is white, I could no longer think about how ramp color impacted the way the cubes fell. Because I had been so focused on the difference between the blue and yellow ramps, I neglected to fully notice the differences between the red and black blocks. I thought I remembered the red going farther than the black block. As a result, I believed the red block would slide farther as well."
6679a0be36bb0c3801998d59,forward,ramp,reversed,blue,left,"I thought this would happen because the blue ramp always allowed the blocks to clear the line, while the yellow ramp never did. As a result, I assumed that the blue part of the ramp would allow the cube to slide farther away than the yellow part. "
5589629dfdf99b72ead88339,backward,cube,consistent,black,right,black cube goes further
5589629dfdf99b72ead88339,backward,cube,consistent,blue,left,i had to guess
5589629dfdf99b72ead88339,backward,cube,reversed,black,right,black cube goes further
5589629dfdf99b72ead88339,backward,cube,reversed,blue,left,i had to guess
6622de87d20f10ebfd14a66a,forward,cube,consistent,black,right,"The black seemed to go the farthest, just unsure of the white ramp"
6622de87d20f10ebfd14a66a,forward,cube,consistent,blue,right,just a best guess since they are white cubes
6622de87d20f10ebfd14a66a,forward,cube,reversed,blue,left,well I didnt think they would go backwards so just a best guess
6622de87d20f10ebfd14a66a,forward,cube,reversed,black,left,they cant go backwards and the black usually went further
5d9cd36bed4008001284dcba,forward,ramp,consistent,black,right,I do not think they have enough momentum to cross the line
5d9cd36bed4008001284dcba,forward,ramp,consistent,yellow,right,I think one will travel farther than the other
5d9cd36bed4008001284dcba,forward,ramp,reversed,black,left,"Just a guess, I am not quite sure facing that way"
5d9cd36bed4008001284dcba,forward,ramp,reversed,blue,left,I think the blue base has more momentum
667ea7e7eca697f62fd7c59b,forward,cube,consistent,red,right,Due to the red cubes passing the line more than the black cubes in the previous tests
667ea7e7eca697f62fd7c59b,forward,cube,consistent,yellow,right,"Just guessed, I figure have a 50/50 chance since I do not know which cube is red or black."
667ea7e7eca697f62fd7c59b,forward,cube,reversed,red,left,Because the line is behind the ramp and the red still traveled further during previous tests.
667ea7e7eca697f62fd7c59b,forward,cube,reversed,blue,left,I guessed the cube further away was red so figured it would travel further. 
667cfd0b827314cd6f7027c4,forward,cube,consistent,yellow,right,Yellow seemed to accelerate the cubes more in the first part of the experiment
667cfd0b827314cd6f7027c4,forward,cube,consistent,red,right,The red cube seemed to travel farther than the black cube in the previous part of the experiment
667cfd0b827314cd6f7027c4,forward,cube,reversed,yellow,left,The yellow ramp seemed to accelerate the cubes farther than the blue ramp in the previous part of the experiment 
667cfd0b827314cd6f7027c4,forward,cube,reversed,red,left,The red cube seemed to travel farther in the previous part of the experiment
5c118b075fc7db00011b62ae,forward,ramp,consistent,red,right,After seeing the so called patterns i feel like with he white ramp they would probably land this way.
5c118b075fc7db00011b62ae,forward,ramp,consistent,blue,right,yellow usually meant over the line. But them together i just guessed that they would make it to the other side of the line.
5c118b075fc7db00011b62ae,forward,ramp,reversed,blue,left,since it is facing the other way it makes sense for them to go this way.
5c118b075fc7db00011b62ae,forward,ramp,reversed,black,left,since it is facing the other way it make sense to go that way.
6679b6e51b2f51950f21fd65,backward,cube,consistent,blue,right,if they fall to the right they may end up close to the finish line
6679b6e51b2f51950f21fd65,backward,cube,consistent,black,left,if they slide down the left they may end up there
6679b6e51b2f51950f21fd65,backward,cube,reversed,blue,right,if they slide down they may not make it to the finish line
6679b6e51b2f51950f21fd65,backward,cube,reversed,red,right,they may end up close to finish line when falling
668b89ba7b434cf8f355d5b1,backward,ramp,consistent,yellow,left,"Because the cubes are sliding downwards and from the  scenarios I have seen, the yellow cube has a higher shooting range than the blue cube."
668b89ba7b434cf8f355d5b1,backward,ramp,consistent,black,left,Because the cubes are sliding downwards 
668b89ba7b434cf8f355d5b1,backward,ramp,reversed,yellow,right,"With the cubes slides downwards and from the scenarios, the yellow cube shoots higher than the 
blue cube"
668b89ba7b434cf8f355d5b1,backward,ramp,reversed,red,right,The cubes are sliding downwards and took a guess where each cube would land
63f2ec0bc98f4dfb1b5e60d3,forward,cube,consistent,red,right,RED COLOUR ALWAYYS TRAVELS FURTHER THAN BLACK WHILE GOING DOWN THE INCLINNE
63f2ec0bc98f4dfb1b5e60d3,forward,cube,consistent,blue,left,INCLINE IS NOT THAT HIGH AND WHITE BLOCKS ARE ON THE CORNER SO THEY MIGHT FALL BACKWARDS
63f2ec0bc98f4dfb1b5e60d3,forward,cube,reversed,red,right,as the blocks are on the corner so they might fall towards right and red goes further than black
63f2ec0bc98f4dfb1b5e60d3,forward,cube,reversed,blue,left,blocks on blue side travels further than yellow slide
6691b25c1d28e3d6f45ac853,forward,ramp,consistent,yellow,right,I thought that cubes on the yellow ramp seemed to go further than on the blue
6691b25c1d28e3d6f45ac853,forward,ramp,consistent,red,right,I thought I remembered red cubes going further than black
6691b25c1d28e3d6f45ac853,forward,ramp,reversed,red,right,"I thought I remembered red cubes going further than black, and it was never actually stated that the cubes slid down (as implied by the figure), so I thought they'd still go the same direction"
6691b25c1d28e3d6f45ac853,forward,ramp,reversed,yellow,right,"i remembered cubes going further on the yellow ramp than the blue, and and again, though the ramp-like nature of the figure implied that it was sliding, it was never explicit"
663a3cb4170937d2ce84026f,forward,ramp,consistent,blue,left,opposite of the black cubes
663a3cb4170937d2ce84026f,forward,ramp,consistent,black,right,black goes further than the red
663a3cb4170937d2ce84026f,forward,ramp,reversed,black,left,black launches further than red
663a3cb4170937d2ce84026f,forward,ramp,reversed,yellow,right,yellow launches further
60fd84bd019682124d96c178,forward,cube,consistent,red,right,i guessed
60fd84bd019682124d96c178,forward,cube,consistent,blue,right,a guess
60fd84bd019682124d96c178,forward,cube,reversed,red,left,a guess
60fd84bd019682124d96c178,forward,cube,reversed,blue,left,a guess
65c1101b2b6edf21082420d5,forward,cube,consistent,black,right,Cause they were all the way up at the top.
65c1101b2b6edf21082420d5,forward,cube,consistent,blue,right,They were too high up.
65c1101b2b6edf21082420d5,forward,cube,reversed,yellow,left,Too high up.
65c1101b2b6edf21082420d5,forward,cube,reversed,red,left,They both are too high up.
